KC-OL-hvn_7,
1.745,0.76302
1.75,0.76393
1.755,0.7648
1.76,0.76495
1.765,0.76521
1.77,0.76556
1.775,0.76617
1.78,0.76677
1.785,0.76755
1.79,0.76808
1.795,0.76862
1.8,0.76932
1.805,0.7699
1.81,0.76974
1.815,0.77068
1.82,0.77102
1.825,0.77172
1.83,0.7727
1.835,0.7726
1.84,0.77328
1.845,0.77385
1.85,0.77391
1.855,0.77403
1.86,0.77424
1.865,0.77441
1.87,0.77426
1.875,0.7742
1.88,0.77377
1.885,0.77307
1.89,0.77244
1.895,0.77194
1.9,0.77128
1.905,0.77042
1.91,0.77018
1.915,0.76982
1.92,0.76951
1.925,0.76975
1.93,0.76982
1.935,0.77013
1.94,0.77018
1.945,0.77035
1.95,0.77091
1.955,0.77128
1.96,0.77208
1.965,0.77271
1.97,0.77361
1.975,0.77402
1.98,0.77467
1.985,0.77522
1.99,0.77634
1.995,0.77668
2,0.77733
2.005,0.77789
2.01,0.77972
2.015,0.77941
2.02,0.78069
2.025,0.78102
2.03,0.7813
2.035,0.78202
2.04,0.78277
2.045,0.78337
2.05,0.78342
2.055,0.78406
2.06,0.78475
2.065,0.78491
2.07,0.78502
2.075,0.78534
2.08,0.78554
2.085,0.78605
2.09,0.78664
2.095,0.78708
2.1,0.78772
2.105,0.78856
2.11,0.7889
2.115,0.78927
2.12,0.78951
2.125,0.78973
2.13,0.7899
2.135,0.79073
2.14,0.79123
2.145,0.79171
2.15,0.79172
2.155,0.79154
2.16,0.79148
2.165,0.79123
2.17,0.79247
2.175,0.79063
2.18,0.79019
2.185,0.78935
2.19,0.78926
2.195,0.78877
2.2,0.78833
2.205,0.78771
2.21,0.78719
2.215,0.78701
2.22,0.78695
2.225,0.78699
2.23,0.78676
2.235,0.78636
2.24,0.78587
2.245,0.78595
2.25,0.78592
2.255,0.7852
2.26,0.78466
2.265,0.78489
2.27,0.78561
2.275,0.78546
2.28,0.78579
2.285,0.78654
2.29,0.7856
2.295,0.78509
2.3,0.7836
2.305,0.78224
2.31,0.78093
2.315,0.7799
2.32,0.77885
2.325,0.7784
2.33,0.77863
2.335,0.77861
2.34,0.77848
2.345,0.77929
2.35,0.77986
2.355,0.78061
2.36,0.78192
2.365,0.78295
2.37,0.78305
2.375,0.78342
2.38,0.78258
2.385,0.78268
2.39,0.78177
2.395,0.78159
2.4,0.7811
2.405,0.78097
2.41,0.78113
2.415,0.78167
2.42,0.77999
2.425,0.78002
2.43,0.77885
2.435,0.77845
2.44,0.77818
2.445,0.77839
2.45,0.77853
2.455,0.77916
2.46,0.77819
2.465,0.77794
2.47,0.77804
2.475,0.77762
2.48,0.77739
2.485,0.77711
2.49,0.7772
2.495,0.77782
2.5,0.78016
