LVM_OL_0,
0.757916521,0.65076309
0.760153059,0.648437306
0.761125228,0.645954224
0.762352263,0.643634699
0.763591742,0.642140782
0.765575904,0.639816563
0.767060292,0.637825717
0.768792078,0.635503062
0.770271488,0.633181973
0.771750898,0.630860883
0.774502143,0.629192457
0.776738681,0.626866674
0.778985175,0.625201378
0.779969789,0.623543903
0.782473636,0.622207286
0.78370067,0.61988776
0.785180081,0.617566671
0.786659491,0.615245581
0.788401233,0.613583413
0.78988811,0.611757689
0.791622385,0.609600156
0.793861411,0.607439495
0.795615598,0.606602935
0.797857113,0.604607395
0.799596366,0.602780106
0.802092747,0.600948123
0.803579624,0.599122399
0.805068989,0.597461795
0.807068085,0.596128307
0.8093096,0.594132767
0.811548627,0.591972105
0.812788106,0.590478188
0.814774757,0.588319091
0.817026228,0.586984038
0.819267744,0.584988498
0.822271365,0.583318508
0.825020121,0.581484961
0.826509487,0.579824358
0.827996364,0.577998633
0.830240368,0.576168215
0.833246478,0.574663347
0.835003154,0.573991909
0.83775191,0.572158362
0.840510622,0.570985301
0.841997499,0.569159576
0.843994105,0.567660966
0.846500441,0.56648947
0.848502025,0.565321103
0.850501121,0.563987614
0.853262322,0.562979675
0.856018545,0.561641493
0.859022166,0.559971503
0.862038231,0.559127121
0.864544567,0.557955625
0.867305768,0.556947686
0.870566742,0.555606375
0.87156629,0.554939631
0.874579867,0.553930127
0.87733609,0.552591945
0.879592539,0.551587135
0.88412037,0.550568245
0.886119466,0.549234756
0.88785623,0.547242345
0.890102723,0.545577049
0.893356231,0.543740373
0.896114943,0.542567312
0.898621279,0.541395816
0.900620374,0.540062327
0.903621506,0.538227216
0.90511585,0.536896856
0.907599786,0.534239265
0.910598429,0.532239032
0.913344696,0.530240363
0.91583361,0.527913015
0.917825239,0.526084162
0.920571506,0.524085493
0.922303292,0.521762839
0.923795147,0.520267357
0.925027159,0.518278075
0.927021277,0.516614343
0.929515168,0.514617239
0.931509286,0.512953507
0.933001141,0.511458025
0.935245145,0.509627607
0.936729533,0.507636761
0.937711659,0.505814165
0.939198536,0.50398844
0.942197179,0.501988207
0.943928965,0.499665553
0.945658262,0.497177777
0.947145139,0.495352052
0.94937421,0.492530904
0.951618215,0.490700486
0.953607354,0.48870651
0.955596494,0.486712535
0.957080882,0.484721688
0.959075,0.483057956
0.960052147,0.480905117
0.962298641,0.479239821
0.964032916,0.477082288
0.965522282,0.475421685
0.968011195,0.473094337
0.969752937,0.47143217
0.971487212,0.469274637
0.972979067,0.467779156
0.974473411,0.466448796
0.975720356,0.465450244
0.976947391,0.463130718
0.979193884,0.461465422
0.979918656,0.459314147
0.98114569,0.456994622
0.983644559,0.455327761
0.985381323,0.45333535
0.987123065,0.451673182
0.988597498,0.449021849
0.990584148,0.446862752
0.992575777,0.445033899
0.994824759,0.443533724
0.997308695,0.440876133
0.998538219,0.438721729
0.999777698,0.437227812
1.001771815,0.43556408
1.004273173,0.434062341
1.006262313,0.432068365
1.008506318,0.430237947
1.011764803,0.428731514
1.014266161,0.427229775
1.016255301,0.4252358
1.018759148,0.423899182
1.022015145,0.422227628
1.025028722,0.421218124
1.027535058,0.420046628
1.030543657,0.418706881
1.032792639,0.417206707
1.036305989,0.415863831
1.038812325,0.414692335
1.041063797,0.413357282
1.044079862,0.4125129
1.048112898,0.412157625
1.053157926,0.411961214
1.057195939,0.411936183
1.060989044,0.412408081
1.064544706,0.413872273
1.068097879,0.415171344
1.070891435,0.416309986
1.073437594,0.417780437
1.075986241,0.419416008
1.079044619,0.421378695
1.081595755,0.423179388
1.083892027,0.424816524
1.086688072,0.426120288
1.0889943,0.428417911
1.091547925,0.430383726
1.094348948,0.432017734
1.097907099,0.433647048
1.101212874,0.435277926
1.103261748,0.43724687
1.105305644,0.438885571
1.107604405,0.440687829
1.109903165,0.442490087
1.112456791,0.444455902
1.115252836,0.445759666
1.117549108,0.447396802
1.120097755,0.449032374
1.122396516,0.450834632
1.12495263,0.452965568
1.127751165,0.454434454
1.129790083,0.455742912
1.131574136,0.456887812
1.134380137,0.458852063
1.135914304,0.460163649
1.138717816,0.461962778
1.140759223,0.463436357
1.142798141,0.464744814
1.145336833,0.4657199
1.14737824,0.467193479
1.150926435,0.468162306
1.153217729,0.469469199
1.155763888,0.470939649
1.158564911,0.472573657
1.161108581,0.473878985
1.163912093,0.475678114
1.166455763,0.476983443
1.170006447,0.478117392
1.172790048,0.478595548
1.175583604,0.47973419
1.177879876,0.481371326
1.181682936,0.482503711
1.184221628,0.483478796
1.187519936,0.48461431
1.190073562,0.486580125
1.19514099,0.487869809
1.198439298,0.489005322
1.200980479,0.490145529
1.2040289,0.491447729
1.207317253,0.491922756
1.209098817,0.492902534
1.212399615,0.494203169
1.215445547,0.495340247
1.219248607,0.496472632
1.22229454,0.49760971
1.225340472,0.498746788
1.229155977,0.500704781
1.231949533,0.501843423
1.235757571,0.503306051
1.239063346,0.504936929
1.243113804,0.505737506
1.245912339,0.507206392
1.248958271,0.50834347
1.252516422,0.509972784
1.255564844,0.511274983
1.258608287,0.51224694
1.26090207,0.513718954
1.26521486,0.515178453
1.268268259,0.516810896
1.271321658,0.518443339
1.274884787,0.520402896
1.276931172,0.522206719
1.279977104,0.523343797
1.282273376,0.524980933
1.285584129,0.526942055
1.287882889,0.528744313
1.290439004,0.530875249
1.293242516,0.532674378
1.296298404,0.534471943
1.298852029,0.536437758
1.30190294,0.537905079
1.304456565,0.539870894
1.307002724,0.541341344
1.309806236,0.543140473
1.312609748,0.544939602
1.315920501,0.546900724
1.319226276,0.548531603
1.323291668,0.550322909
1.326347556,0.552120474
1.329400955,0.553752917
1.332456843,0.555550481
1.333993499,0.557027189
1.337291807,0.558162703
1.340587626,0.559133095
1.343133785,0.560603545
1.345177681,0.562242245
1.347728817,0.564042939
1.351037081,0.565838939
1.354342856,0.567469817
1.356651573,0.569932562
1.359452596,0.571566569
1.362013688,0.574027749
1.364070029,0.576492058
1.365611662,0.578299009
1.367145828,0.579610596
1.370209183,0.581903525
1.37200817,0.584039155
1.372802631,0.586511287
1.37309234,0.588986547
1.373886802,0.591458678
1.37493115,0.593764123
1.37497595,0.596736313
1.378036816,0.59886412
1.380338066,0.6008315
1.382631849,0.602303515
1.385182985,0.604104208
1.387221903,0.605412666
1.389763084,0.606552872
1.39180698,0.608191573
1.393605966,0.610327203
1.395402464,0.612297712
1.397193984,0.613937977
1.398997949,0.61640385
1.400796936,0.61853948
1.40311063,0.621332468
1.404649774,0.622974298
1.406441294,0.624614563
1.407980438,0.626256393
1.410024334,0.627895093
1.412075697,0.630029159
1.414122081,0.631832981
1.415661226,0.633474811
1.417962475,0.635442191
1.419254221,0.637415828
1.421303095,0.639384772
1.423104571,0.641685524
1.424891113,0.642995546
1.426427768,0.644472254
1.428479131,0.646606319
1.430275629,0.648576828
1.432072126,0.650547336
1.434121,0.65251628
1.436169874,0.654485224
1.437454153,0.655963497
1.439243184,0.65743864
1.441294547,0.659572706
1.442841158,0.661709901
1.444370346,0.662691244
1.446416731,0.664495066
1.447958364,0.666302017
1.451014252,0.668099582
1.452550908,0.66957629
1.454599781,0.671545234
1.457403294,0.673344363
1.459444701,0.674817942
1.460983845,0.676459772
1.462527967,0.678431844
1.465076614,0.680067416
1.466623225,0.682204611
1.468674588,0.684338676
1.470213732,0.685980506
1.471752876,0.687622336
1.474056615,0.689754837
1.476355375,0.691557095
1.47789452,0.693198925
1.479943393,0.695167869
1.482239665,0.696805005
1.484543403,0.698937506
1.48709454,0.700738199
1.488888549,0.702543586
1.491192287,0.704676087
1.493246139,0.706975275
1.495797275,0.708775968
1.49835339,0.710906905
1.500907015,0.71287272
1.502955889,0.714841664
1.505516981,0.717302844
1.507810763,0.718774859
1.510116991,0.721072481
1.512673105,0.723203418
1.514717001,0.724842119
1.516506032,0.726317262
1.517785334,0.727465292
1.520343937,0.72976135
1.522142924,0.73189698
1.52418682,0.733535681
1.525980828,0.735341068
1.528027213,0.73714489
1.53082077,0.738283533
1.533119531,0.74008579
1.536177908,0.742048477
1.538479157,0.744015856
1.541285158,0.745980107
1.543334032,0.747949051
1.546397387,0.75024198
1.548443772,0.752045803
1.552501696,0.753341744
1.554543103,0.754815323
1.557086773,0.756120652
1.559645376,0.75841671
1.562698776,0.760049153
1.565502288,0.761848282
1.567296297,0.763653669
1.57009732,0.765287676
1.572643479,0.766758127
1.574937262,0.768230141
1.577490887,0.770195956
1.580039535,0.771831528
1.582838069,0.773300414
1.585134341,0.77493755
1.588182762,0.77623975
1.590978808,0.777543514
1.593769875,0.778517035
1.597073162,0.779982791
1.600373959,0.781283426
1.603167515,0.782422069
1.605958583,0.78339559
1.610016508,0.784691531
1.613562214,0.785495237
1.617370252,0.786957865
1.620671049,0.7882585
1.62321223,0.789398707
1.626765403,0.790697778
1.630823328,0.79199372
1.634626388,0.793126104
1.637667343,0.793932939
1.640700831,0.794244409
1.643734319,0.794555878
1.647272558,0.794864219
1.650318491,0.796001297
1.65235492,0.797144633
1.655900626,0.797948339
1.658941581,0.798755173
1.662484798,0.799393758
1.666280391,0.800030777
1.670071007,0.800337554
1.673864111,0.800809452
1.677154953,0.8014496
1.680953035,0.802251741
1.683744103,0.803225262
1.686787546,0.804197219
1.690085855,0.805332732
1.693626583,0.805806195
1.696909958,0.805950978
1.70146019,0.806418183
1.703731573,0.806404103
1.707264834,0.8063822
1.710550698,0.806692106
1.713334299,0.807170261
1.717384757,0.807970838
1.720927975,0.808609422
1.724223794,0.809579814
1.72675253,0.809894413
1.730295748,0.810532997
1.733833987,0.810841338
1.737377205,0.811479922
1.740920422,0.812118506
1.744463639,0.81275709
1.74749215,0.812738317
1.752034915,0.812710157
1.756072928,0.812685125
1.759101438,0.812666352
1.762387302,0.812976257
1.765163436,0.812959048
1.768444322,0.81293871
1.772234938,0.813245486
1.775773177,0.813553827
1.778306891,0.814198669
1.780325898,0.814186153
1.783356897,0.814332502
1.786892648,0.814475721
1.790440843,0.815444548
1.793729196,0.815919575
1.797274902,0.816723281
1.800565744,0.817363429
1.804118917,0.8186625
1.806405233,0.81963915
1.809955917,0.820773099
1.812749474,0.821911741
1.815283188,0.822556583
1.818066789,0.823034739
1.821355141,0.823509766
1.826402658,0.823478477
1.82918377,0.823791511
1.83347416,0.823764915
1.83902145,0.823400254
1.842799621,0.822881422
1.846332883,0.82285952
1.849868634,0.823002739
1.853152008,0.823147522
1.856430405,0.822962063
1.859961178,0.822775039
1.863999192,0.822750007
1.867277589,0.822564548
1.871318091,0.822704638
1.874094225,0.822687429
1.877634954,0.823160891
1.881677945,0.823466103
1.885218674,0.823939566
1.887997297,0.824087478
1.892797416,0.824387997
1.895553639,0.823049815
1.899066989,0.821706939
1.900566311,0.820706823
1.904846744,0.82001974
1.906351044,0.819349867
1.908867335,0.818838857
1.912398108,0.818651833
1.916176279,0.818133002
1.919969383,0.8186049
1.922997894,0.818586126
1.927035907,0.818561095
1.93107392,0.818536063
1.933850055,0.818518854
1.937383316,0.818496952
1.941683661,0.819130843
1.945484233,0.820098105
1.949284804,0.821065368
1.951818518,0.82171021
1.956116374,0.822178979
1.959657102,0.822652442
1.962937988,0.822632104
1.965971476,0.822943574
1.97000949,0.822918542
1.974304857,0.82322219
1.976828615,0.823206545
1.980109501,0.823186207
1.983637785,0.822834062
1.987171047,0.822812159
1.990202046,0.822958507
1.99399515,0.823430405
1.996276488,0.824076812
2.000824231,0.824378895
2.004609869,0.824355428
2.007136116,0.824504905
2.010167115,0.824651253
2.014967234,0.824951771
2.017238617,0.824937691
2.02178636,0.825239774
2.023805366,0.825227259
2.02760096,0.825864278
2.030377094,0.825847069
2.034682417,0.826811203
2.038218167,0.826954423
2.042516023,0.827423192
2.046049285,0.827401289
2.048825419,0.82738408
2.0513442,0.827038192
2.05514726,0.828170577
2.059187762,0.828310667
2.06273098,0.828949251
2.067273745,0.828921091
2.071566623,0.829059617
2.075859501,0.829198143
2.080414711,0.82999559
2.083957929,0.830634175
2.087748544,0.830940951
2.092298776,0.831408156
2.096589165,0.83138156
2.101141886,0.832013886
2.105939516,0.832149283
2.109980018,0.832289373
2.113265882,0.832599279
2.117049031,0.83241069
2.121344398,0.832714338
2.125889652,0.832851299
2.129415447,0.832334032
2.133193618,0.8318152
2.136464548,0.831134375
2.139747923,0.831279159
2.144290688,0.831250999
2.146564559,0.83140204
2.150602573,0.831377009
2.155397714,0.831347284
2.157669097,0.831333204
2.160450209,0.831646238
2.16347623,0.831462343
2.167511754,0.83127219
2.17130237,0.831578966
2.175850113,0.831881049
2.179126021,0.831530468
2.182911658,0.831507001
2.185940169,0.831488228
2.188963701,0.831139211
2.193506466,0.83111105
2.197294592,0.831252705
2.201594937,0.831886596
2.206902297,0.832349107
2.210945288,0.832654319
2.214730926,0.832630852
2.219283647,0.833263179
2.223064306,0.832909468
2.226082861,0.832230208
2.231385242,0.832362476
2.236425292,0.831835822
2.240973035,0.832137905
2.245520778,0.832439988
2.249046573,0.831922721
2.253084587,0.831897689
2.257125089,0.83203778
2.262682336,0.832333605
2.265206094,0.83231796
2.267729852,0.832302316
2.271263114,0.832280413
2.274548978,0.832590319
2.278349549,0.833557581
2.282387562,0.83353255
2.285923313,0.833675769
2.289963816,0.83381586
2.292487574,0.833800215
2.296020836,0.833778313
2.298542105,0.833597546
2.302832495,0.83357095
2.307620169,0.833045861
2.310133972,0.83236973
2.314167007,0.832014455
2.318452419,0.831657616
2.321480929,0.831638842
2.323747333,0.831294519
2.327273128,0.830777252
2.330544059,0.830096427
2.334574605,0.829576031
2.338615108,0.829716121
2.343410249,0.829686396
2.346433781,0.82933738
2.349454824,0.828823241
2.352485823,0.828969589
2.356521348,0.828779436
2.36005461,0.828757534
2.364597375,0.828729373
2.367870794,0.828213671
2.370139688,0.828034469
2.375192182,0.828333423
2.379482572,0.828306827
2.383513118,0.827786431
2.38653914,0.827602536
2.389570139,0.827748884
2.392851025,0.827728546
2.39739379,0.827700385
2.4004223,0.827681612
2.402946058,0.827665967
2.407238936,0.827804493
2.410269935,0.827950841
2.414053084,0.827762253
2.417338948,0.828072158
2.420877187,0.828380499
2.423895742,0.827701239
2.428186131,0.827674643
2.431462039,0.827324062
2.434992812,0.827137038
2.439535577,0.827108877
2.443053906,0.826096245
2.445822573,0.825583671
2.449348368,0.825066404
2.454393396,0.824869993
2.457434351,0.825676828
2.460477794,0.826648784
2.46477565,0.827117553
2.469570791,0.827087828
2.473106542,0.827231047
2.475880187,0.827048717
2.481187547,0.827511228
2.483951236,0.826668411
2.487726918,0.825984457
2.491754976,0.825298939
2.494773531,0.824619679
2.497297289,0.824604035
2.501332814,0.824413882
2.505110985,0.82389505
2.509908614,0.824030447
2.514448891,0.823837165
2.518991656,0.823809005
2.522522429,0.82362198
