KC-OPX-arvn_7,
0.61848,0.31481
0.61893,0.31455
0.61938,0.31486
0.61982,0.31476
0.62027,0.31468
0.62071,0.31452
0.62116,0.31465
0.62161,0.31517
0.62205,0.31501
0.6225,0.31499
0.62294,0.31543
0.62339,0.31564
0.62384,0.31612
0.62428,0.31631
0.62473,0.3171
0.62517,0.31726
0.62562,0.31807
0.62606,0.31864
0.62651,0.31845
0.62696,0.319
0.6274,0.319
0.62785,0.31903
0.62829,0.31882
0.62874,0.31876
0.62918,0.31872
0.62963,0.31874
0.63007,0.31864
0.63052,0.3182
0.63096,0.31811
0.63141,0.31816
0.63185,0.31819
0.6323,0.31838
0.63274,0.31832
0.63319,0.3188
0.63364,0.31896
0.63408,0.31921
0.63453,0.31977
0.63497,0.32031
0.63542,0.32067
0.63586,0.32119
0.63631,0.32109
0.63675,0.32158
0.6372,0.32193
0.63764,0.32217
0.63809,0.32232
0.63853,0.32241
0.63897,0.32234
0.63942,0.32259
0.63986,0.32259
0.64031,0.32269
0.64075,0.32287
0.6412,0.32281
0.64164,0.32312
0.64209,0.32313
0.64253,0.32345
0.64298,0.3239
0.64342,0.3238
0.64387,0.324
0.64431,0.32422
0.64475,0.32432
0.6452,0.3245
0.64564,0.32462
0.64609,0.32496
0.64653,0.32538
0.64698,0.3255
0.64742,0.32556
0.64786,0.32594
0.64831,0.32609
0.64875,0.32637
0.6492,0.32674
0.64964,0.32716
0.65009,0.32728
0.65053,0.32793
0.65097,0.32837
0.65142,0.3287
0.65186,0.32861
0.65231,0.32866
0.65275,0.32905
0.65319,0.32922
0.65364,0.32904
0.65408,0.32916
0.65452,0.32912
0.65497,0.32963
0.65541,0.32972
0.65586,0.32997
0.6563,0.3298
0.65674,0.32988
0.65719,0.33007
0.65763,0.33007
0.65807,0.33078
0.65852,0.33067
0.65896,0.33115
0.6594,0.33154
0.65985,0.33227
0.66029,0.33271
0.66073,0.33317
0.66118,0.33339
0.66162,0.33425
0.66207,0.33467
0.66251,0.33506
0.66295,0.33514
0.66339,0.33538
0.66384,0.33559
0.66428,0.33583
0.66472,0.33593
0.66517,0.33602
0.66561,0.3362
0.66605,0.3364
0.6665,0.33647
0.66694,0.3362
0.66738,0.33658
0.66783,0.33685
0.66827,0.33668
0.66871,0.33727
0.66915,0.33724
0.6696,0.33764
0.67004,0.33734
0.67048,0.33769
0.67093,0.33771
0.67137,0.33785
0.67181,0.33764
0.67225,0.33789
0.6727,0.33794
0.67314,0.33791
0.67358,0.33849
0.67402,0.33858
0.67447,0.33873
0.67491,0.33922
0.67535,0.33933
0.67579,0.33973
0.67624,0.34009
0.67668,0.34026
0.67712,0.34054
0.67756,0.34047
0.67801,0.34084
0.67845,0.341
0.67889,0.34114
0.67933,0.34144
0.67978,0.34165
0.68022,0.34205
0.68066,0.34242
0.6811,0.34269
0.68154,0.34282
0.68199,0.3431
0.68243,0.34298
0.68287,0.34291
0.68331,0.34323
0.68375,0.34347
0.6842,0.34348
0.68464,0.34353
0.68508,0.3441
0.68552,0.3445
0.68596,0.34507
0.6864,0.34544
0.68685,0.34556
0.68729,0.3462
0.68773,0.34676
0.68817,0.34742
0.68861,0.34786
0.68905,0.34849
0.6895,0.34889
0.68994,0.34931
0.69038,0.34988
0.69082,0.34978
0.69126,0.35006
0.6917,0.3501
0.69215,0.35009
0.69259,0.35028
0.69303,0.35007
0.69347,0.35016
0.69391,0.35044
0.69435,0.3501
0.69479,0.35014
0.69523,0.35026
0.69568,0.35035
0.69612,0.3502
0.69656,0.35033
0.697,0.3507
0.69744,0.35112
0.69788,0.3513
0.69832,0.35184
0.69876,0.35264
0.6992,0.3529
0.69965,0.35348
0.70009,0.35385
0.70053,0.35423
0.70097,0.35451
0.70141,0.3547
0.70185,0.3547
0.70229,0.35454
0.70273,0.35464
0.70317,0.35515
0.70361,0.35506
0.70405,0.35539
0.70449,0.35563
0.70493,0.35609
0.70538,0.35624
0.70582,0.35656
0.70626,0.35666
0.7067,0.35676
0.70714,0.35706
0.70758,0.35731
0.70802,0.35772
0.70846,0.35849
0.7089,0.35907
0.70934,0.35967
0.70978,0.36015
0.71022,0.36049
0.71066,0.36102
0.7111,0.36097
0.71154,0.36081
0.71198,0.36097
0.71242,0.36063
0.71286,0.36028
0.7133,0.36048
0.71374,0.36076
0.71418,0.36093
0.71462,0.36075
0.71506,0.36108
0.7155,0.36121
0.71594,0.36159
0.71638,0.36166
0.71682,0.36163
0.71726,0.36132
0.7177,0.36157
0.71814,0.36113
0.71858,0.36102
0.71902,0.36102
0.71946,0.36101
0.7199,0.36124
0.72034,0.36138
0.72078,0.3619
0.72122,0.36201
0.72166,0.36298
0.7221,0.36343
0.72254,0.36375
0.72298,0.36401
0.72342,0.3644
0.72386,0.36482
0.72429,0.36474
0.72473,0.36498
0.72517,0.36516
0.72561,0.36494
0.72605,0.36542
0.72649,0.36516
0.72693,0.36569
0.72737,0.36548
0.72781,0.36546
0.72825,0.36586
0.72869,0.3659
0.72913,0.36627
0.72957,0.36662
0.73,0.36671
0.73044,0.36717
0.73088,0.36774
0.73132,0.36807
0.73176,0.36813
0.7322,0.36787
0.73264,0.36804
0.73308,0.36826
0.73352,0.36788
0.73395,0.36803
0.73439,0.36772
0.73483,0.36774
0.73527,0.36766
0.73571,0.36773
0.73615,0.36781
0.73659,0.36768
0.73703,0.36769
0.73746,0.36779
0.7379,0.36805
0.73834,0.36835
0.73878,0.36862
0.73922,0.36893
0.73966,0.36898
0.74009,0.36896
0.74053,0.36926
0.74097,0.36939
0.74141,0.36939
0.74185,0.36986
0.74229,0.36972
0.74272,0.37025
0.74316,0.37018
0.7436,0.37049
0.74404,0.37048
0.74448,0.37055
0.74492,0.37096
0.74535,0.37081
0.74579,0.37119
0.74623,0.37153
0.74667,0.37163
0.74711,0.37151
0.74754,0.37145
0.74798,0.37122
0.74842,0.3711
0.74886,0.37103
0.74929,0.37075
0.74973,0.37084
0.75017,0.37074
0.75061,0.3704
0.75105,0.3704
0.75148,0.37032
0.75192,0.37047
0.75236,0.37057
0.7528,0.37092
0.75323,0.37139
0.75367,0.37143
0.75411,0.37139
0.75455,0.37135
0.75498,0.37123
0.75542,0.3713
0.75586,0.37086
0.7563,0.371
0.75673,0.37056
0.75717,0.37074
0.75761,0.37076
0.75805,0.37065
0.75848,0.37086
0.75892,0.37087
0.75936,0.37071
0.75979,0.37044
0.76023,0.37039
0.76067,0.36968
0.76111,0.36968
0.76154,0.36959
0.76198,0.36939
0.76242,0.36949
0.76285,0.36907
0.76329,0.3689
0.76373,0.3686
0.76416,0.36855
0.7646,0.3681
0.76504,0.36795
0.76548,0.36797
0.76591,0.36772
0.76635,0.36736
0.76679,0.3676
0.76722,0.36722
0.76766,0.36703
0.7681,0.36654
0.76853,0.36669
0.76897,0.36672
0.76941,0.36606
0.76984,0.36603
0.77028,0.36576
0.77072,0.36555
0.77115,0.36557
0.77159,0.36556
0.77202,0.36519
0.77246,0.36492
0.7729,0.36475
0.77333,0.3646
0.77377,0.36445
0.77421,0.36418
0.77464,0.36389
0.77508,0.36377
0.77551,0.36345
0.77595,0.36329
0.77639,0.36303
0.77682,0.36219
0.77726,0.3617
0.7777,0.36132
0.77813,0.36069
0.77857,0.36036
0.779,0.35972
0.77944,0.35939
0.77988,0.35945
0.78031,0.35892
0.78075,0.35873
0.78118,0.35872
0.78162,0.35829
0.78205,0.35813
0.78249,0.35713
0.78293,0.35678
0.78336,0.35624
0.7838,0.35618
0.78423,0.3559
0.78467,0.35573
0.7851,0.35563
0.78554,0.35575
0.78598,0.3558
0.78641,0.35575
0.78685,0.35566
0.78728,0.3557
0.78772,0.35546
0.78815,0.35519
0.78859,0.35494
0.78902,0.35419
0.78946,0.35399
0.78989,0.35339
0.79033,0.3532
0.79076,0.35253
0.7912,0.35218
0.79163,0.35168
0.79207,0.35135
0.79251,0.35057
0.79294,0.34952
0.79338,0.3488
0.79381,0.34864
0.79425,0.3479
0.79468,0.3476
0.79512,0.34711
0.79555,0.34698
0.79599,0.34649
0.79642,0.34635
0.79686,0.34634
0.79729,0.34598
0.79772,0.34549
0.79816,0.34454
0.79859,0.34458
0.79903,0.34409
0.79946,0.34368
0.7999,0.34314
0.80033,0.34221
0.80077,0.34149
0.8012,0.34102
0.80164,0.34059
0.80207,0.33943
0.80251,0.33889
0.80294,0.33832
0.80337,0.33788
0.80381,0.33741
0.80424,0.33706
0.80468,0.33672
0.80511,0.33643
0.80555,0.33579
0.80598,0.33542
0.80642,0.33477
0.80685,0.334
0.80728,0.33357
0.80772,0.33295
0.80815,0.33231
0.80859,0.33203
0.80902,0.33104
0.80945,0.33071
0.80989,0.33016
0.81032,0.32937
0.81076,0.32916
0.81119,0.32865
0.81162,0.32821
0.81206,0.32797
0.81249,0.32723
0.81293,0.32696
0.81336,0.32608
0.81379,0.32578
0.81423,0.32519
0.81466,0.32477
0.8151,0.32416
0.81553,0.3235
0.81596,0.32264
0.8164,0.32199
0.81683,0.32158
0.81726,0.32066
0.8177,0.31972
0.81813,0.31891
0.81856,0.31804
0.819,0.31703
0.81943,0.3161
0.81986,0.31582
0.8203,0.31503
0.82073,0.31441
0.82116,0.31402
0.8216,0.31368
0.82203,0.31308
0.82246,0.31262
0.8229,0.31212
0.82333,0.31141
0.82376,0.31117
0.8242,0.31087
0.82463,0.31026
0.82506,0.31009
0.8255,0.3096
0.82593,0.30949
0.82636,0.30893
0.8268,0.30823
0.82723,0.30712
0.82766,0.30658
0.82809,0.30594
0.82853,0.30496
0.82896,0.30448
0.82939,0.3038
0.82983,0.30312
0.83026,0.30238
0.83069,0.30206
0.83112,0.30116
0.83156,0.30111
0.83199,0.30071
0.83242,0.30011
0.83286,0.29986
0.83329,0.29939
0.83372,0.29862
0.83415,0.29797
0.83459,0.2978
0.83502,0.29671
0.83545,0.29619
0.83588,0.29551
0.83632,0.2951
0.83675,0.29463
0.83718,0.29416
0.83761,0.29374
0.83804,0.29309
0.83848,0.29232
0.83891,0.29174
0.83934,0.29134
0.83977,0.29085
0.84021,0.29014
0.84064,0.28944
0.84107,0.28938
0.8415,0.28917
0.84193,0.28892
0.84237,0.2886
0.8428,0.28801
0.84323,0.2874
0.84366,0.28683
0.84409,0.28638
0.84453,0.28558
0.84496,0.28508
0.84539,0.28404
0.84582,0.28345
0.84625,0.28278
0.84669,0.28211
0.84712,0.28144
0.84755,0.28048
0.84798,0.2799
0.84841,0.27931
0.84884,0.27924
0.84928,0.2785
0.84971,0.27771
0.85014,0.27711
0.85057,0.27665
0.851,0.27586
0.85143,0.27546
0.85186,0.27487
0.8523,0.27423
0.85273,0.27363
0.85316,0.27322
0.85359,0.27241
0.85402,0.2721
0.85445,0.2716
0.85488,0.27124
0.85532,0.27042
0.85575,0.27018
0.85618,0.26974
0.85661,0.26952
0.85704,0.26948
0.85747,0.26904
0.8579,0.26865
0.85833,0.26837
0.85876,0.26794
0.8592,0.26763
0.85963,0.2673
0.86006,0.26692
0.86049,0.26701
0.86092,0.26662
0.86135,0.26637
0.86178,0.26642
0.86221,0.26588
0.86264,0.26586
0.86307,0.26566
0.8635,0.26533
0.86394,0.26516
0.86437,0.26462
0.8648,0.26441
0.86523,0.26389
0.86566,0.26341
0.86609,0.2632
0.86652,0.2629
0.86695,0.26199
0.86738,0.26139
0.86781,0.26099
0.86824,0.26033
0.86867,0.25978
0.8691,0.25918
0.86953,0.25855
0.86996,0.25817
0.87039,0.25765
0.87082,0.25733
0.87125,0.25685
0.87168,0.25638
0.87211,0.25595
0.87254,0.25571
0.87297,0.25522
0.8734,0.25508
0.87383,0.25466
0.87426,0.25411
0.87469,0.25352
0.87512,0.25306
0.87555,0.25264
0.87598,0.25221
0.87641,0.25162
0.87684,0.2511
0.87727,0.25062
0.8777,0.25033
0.87813,0.25019
0.87856,0.25019
0.87899,0.25011
0.87942,0.25003
0.87985,0.25021
0.88028,0.25024
0.88071,0.24987
0.88114,0.25016
0.88157,0.25026
0.882,0.25008
0.88243,0.25028
0.88286,0.24994
0.88329,0.24961
0.88372,0.24939
0.88415,0.24901
0.88458,0.24859
0.88501,0.24824
0.88544,0.24814
0.88587,0.2477
0.8863,0.24772
0.88673,0.24753
0.88715,0.24746
0.88758,0.24719
0.88801,0.24709
0.88844,0.24701
0.88887,0.24673
0.8893,0.24614
0.88973,0.24609
0.89016,0.24564
0.89059,0.24562
0.89102,0.24517
0.89145,0.24541
0.89188,0.24488
0.8923,0.24458
0.89273,0.24426
0.89316,0.24463
0.89359,0.2442
0.89402,0.24408
0.89445,0.24405
0.89488,0.24343
0.89531,0.24321
0.89574,0.24321
0.89616,0.24305
0.89659,0.24271
0.89702,0.24251
0.89745,0.24231
0.89788,0.24243
0.89831,0.24231
0.89874,0.24253
0.89916,0.24269
0.89959,0.24277
0.90002,0.24291
0.90045,0.24321
0.90088,0.24331
0.90131,0.2439
0.90174,0.24369
0.90216,0.24394
0.90259,0.24353
0.90302,0.24356
0.90345,0.24324
0.90388,0.24281
0.90431,0.2426
0.90473,0.2421
0.90516,0.24146
0.90559,0.24127
0.90602,0.24092
0.90645,0.24051
0.90687,0.24021
0.9073,0.24007
0.90773,0.23995
0.90816,0.24007
0.90859,0.23995
0.90901,0.23991
0.90944,0.24018
0.90987,0.23981
0.9103,0.23969
0.91073,0.23998
0.91115,0.24
0.91158,0.23997
0.91201,0.24029
0.91244,0.24082
0.91286,0.24088
0.91329,0.24084
0.91372,0.24109
0.91415,0.241
0.91458,0.24117
0.915,0.24152
0.91543,0.24173
0.91586,0.24199
0.91629,0.24218
0.91671,0.24224
0.91714,0.24254
0.91757,0.24256
0.918,0.24247
0.91842,0.24322
0.91885,0.24303
0.91928,0.24325
0.9197,0.2434
0.92013,0.24372
0.92056,0.24418
0.92099,0.24403
0.92141,0.24399
0.92184,0.24423
0.92227,0.24403
0.9227,0.24423
0.92312,0.24421
0.92355,0.24405
0.92398,0.24388
0.9244,0.24357
0.92483,0.24339
0.92526,0.24324
0.92568,0.24269
0.92611,0.24252
0.92654,0.24246
0.92697,0.24198
0.92739,0.24211
0.92782,0.24219
0.92825,0.24234
0.92867,0.24244
0.9291,0.24285
0.92953,0.24292
0.92995,0.24325
0.93038,0.24335
0.93081,0.24356
0.93123,0.24373
0.93166,0.24379
0.93209,0.24415
0.93251,0.2442
0.93294,0.24446
0.93337,0.24464
0.93379,0.24503
0.93422,0.24515
0.93464,0.24515
0.93507,0.24565
0.9355,0.24539
0.93592,0.24582
0.93635,0.24535
0.93678,0.24565
0.9372,0.24619
0.93763,0.24618
0.93805,0.24664
0.93848,0.24675
0.93891,0.24651
0.93933,0.24684
0.93976,0.24733
0.94019,0.24789
0.94061,0.24813
0.94104,0.24822
0.94146,0.24843
0.94189,0.24889
0.94232,0.24948
0.94274,0.24994
0.94317,0.2504
0.94359,0.25068
0.94402,0.25119
0.94444,0.2514
0.94487,0.25218
0.9453,0.25213
0.94572,0.25223
0.94615,0.2526
0.94657,0.25256
0.947,0.25297
0.94742,0.25288
0.94785,0.25315
0.94828,0.2535
0.9487,0.2534
0.94913,0.25357
0.94955,0.25353
0.94998,0.25379
0.9504,0.25423
0.95083,0.25432
0.95125,0.25418
0.95168,0.25433
0.9521,0.25434
0.95253,0.25487
0.95296,0.25521
0.95338,0.25596
0.95381,0.25615
0.95423,0.25672
0.95466,0.25699
0.95508,0.25772
0.95551,0.25783
0.95593,0.25826
0.95636,0.25874
0.95678,0.25899
0.95721,0.25929
0.95763,0.2596
0.95806,0.26012
0.95848,0.26049
0.95891,0.26074
0.95933,0.26082
0.95976,0.26097
0.96018,0.26112
0.96061,0.2613
0.96103,0.26134
0.96146,0.26156
0.96188,0.26161
0.96231,0.26173
0.96273,0.26197
0.96315,0.26218
0.96358,0.26305
0.964,0.26342
0.96443,0.26359
0.96485,0.2638
0.96528,0.26429
0.9657,0.26488
0.96613,0.26535
0.96655,0.26545
0.96698,0.26624
0.9674,0.26651
0.96782,0.26692
0.96825,0.26709
0.96867,0.26769
0.9691,0.26817
0.96952,0.26858
0.96995,0.26923
0.97037,0.2702
0.97079,0.27046
0.97122,0.27088
0.97164,0.27159
0.97207,0.27182
0.97249,0.27232
0.97291,0.27236
0.97334,0.27276
0.97376,0.27319
0.97419,0.27379
0.97461,0.27399
0.97503,0.27398
0.97546,0.27449
0.97588,0.27507
0.97631,0.27567
0.97673,0.27598
0.97715,0.27623
0.97758,0.27639
0.978,0.27699
0.97843,0.27777
0.97885,0.27819
0.97927,0.2792
0.9797,0.27946
0.98012,0.28045
0.98054,0.28111
0.98097,0.28189
0.98139,0.28261
0.98181,0.28329
0.98224,0.28381
0.98266,0.28481
0.98309,0.28522
0.98351,0.28563
0.98393,0.28623
0.98436,0.28646
0.98478,0.28725
0.9852,0.28769
0.98563,0.28808
0.98605,0.28852
0.98647,0.28918
0.9869,0.28914
0.98732,0.28956
0.98774,0.28974
0.98817,0.29018
0.98859,0.29046
0.98901,0.29099
0.98943,0.29128
0.98986,0.29196
0.99028,0.29256
0.9907,0.29286
0.99113,0.29361
0.99155,0.29354
0.99197,0.29408
0.9924,0.29529
0.99282,0.29599
0.99324,0.29655
0.99366,0.29674
0.99409,0.29798
0.99451,0.2983
0.99493,0.29917
0.99535,0.29955
0.99578,0.30034
0.9962,0.30119
0.99662,0.30153
0.99705,0.30217
0.99747,0.30286
0.99789,0.3034
0.99831,0.30352
0.99874,0.30383
0.99916,0.30478
0.99958,0.30495
1.0013,0.30826
1.0028,0.31024
1.0044,0.31286
1.006,0.31569
1.0075,0.31928
1.0091,0.32261
1.0107,0.3253
1.0122,0.32813
1.0138,0.33037
1.0154,0.33288
1.017,0.33661
1.0186,0.33957
1.0202,0.34152
1.0218,0.3431
1.0234,0.34438
1.0251,0.34578
1.0267,0.34946
1.0283,0.35329
1.0299,0.35538
1.0316,0.35716
1.0332,0.35957
1.0349,0.36205
1.0365,0.36442
1.0382,0.36628
1.0399,0.36793
1.0415,0.36946
1.0432,0.37322
1.0449,0.37753
1.0466,0.38051
1.0483,0.38191
1.05,0.38288
1.0517,0.38474
1.0534,0.3884
1.0551,0.39239
1.0568,0.39491
1.0586,0.39668
1.0603,0.39909
1.062,0.40095
1.0638,0.40288
1.0655,0.40591
1.0673,0.40896
1.069,0.41065
1.0708,0.41249
1.0726,0.41555
1.0744,0.41863
1.0761,0.42056
1.0779,0.42186
1.0797,0.4234
1.0815,0.42556
1.0833,0.428
1.0851,0.43041
1.087,0.43241
1.0888,0.43453
1.0906,0.43654
1.0925,0.43834
1.0943,0.4394
1.0962,0.44152
1.098,0.44411
1.0999,0.44641
1.1018,0.44737
1.1036,0.44779
1.1055,0.44942
1.1074,0.45181
1.1093,0.45359
1.1112,0.45444
1.1131,0.45548
1.115,0.45682
1.117,0.45826
1.1189,0.45968
1.1208,0.46113
1.1228,0.46345
1.1247,0.46557
1.1267,0.46686
1.1286,0.46786
1.1306,0.46899
1.1326,0.47011
1.1346,0.47176
1.1366,0.47377
1.1385,0.47572
1.1406,0.4768
1.1426,0.477
1.1446,0.47707
1.1466,0.47792
1.1486,0.47928
1.1507,0.48063
1.1527,0.48178
1.1548,0.48315
1.1568,0.48469
1.1589,0.48589
1.161,0.486
1.1631,0.48589
1.1652,0.48667
1.1673,0.48751
1.1694,0.48788
1.1715,0.48864
1.1736,0.48942
1.1757,0.48996
1.1779,0.4903
1.18,0.49064
1.1822,0.49089
1.1843,0.49131
1.1865,0.49141
1.1887,0.49159
1.1909,0.4925
1.1931,0.49383
1.1953,0.49469
1.1975,0.49533
1.1997,0.49605
1.2019,0.4963
1.2042,0.4961
1.2064,0.49694
1.2086,0.4989
1.2109,0.50062
1.2132,0.5012
1.2154,0.50128
1.2177,0.50152
1.22,0.50196
1.2223,0.50239
1.2246,0.50327
1.227,0.50404
1.2293,0.50425
1.2316,0.50437
1.234,0.50493
1.2363,0.50577
1.2387,0.50652
1.2411,0.50705
1.2434,0.50745
1.2458,0.50784
1.2482,0.50842
1.2506,0.50897
1.2531,0.50937
1.2555,0.50996
1.2579,0.51053
1.2604,0.51014
1.2628,0.50967
1.2653,0.50946
1.2678,0.50943
1.2703,0.50973
1.2728,0.51024
1.2753,0.51055
1.2778,0.51088
1.2803,0.51176
1.2828,0.51315
1.2854,0.51407
1.2879,0.514
1.2905,0.51358
1.2931,0.51343
1.2957,0.51332
1.2983,0.51304
1.3009,0.51253
1.3035,0.51216
1.3061,0.51223
1.3088,0.51256
1.3114,0.51288
1.3141,0.51341
1.3167,0.51418
1.3194,0.51451
1.3221,0.51396
1.3248,0.51274
1.3275,0.51164
1.3303,0.51104
1.333,0.51056
1.3357,0.51035
1.3385,0.51035
1.3413,0.51007
1.3441,0.50936
1.3468,0.50848
1.3497,0.50776
1.3525,0.50718
1.3553,0.50668
1.3581,0.50634
1.361,0.50556
1.3639,0.50427
1.3667,0.50333
1.3696,0.50268
1.3725,0.5017
1.3754,0.50023
1.3784,0.49863
1.3813,0.49721
1.3843,0.4955
1.3872,0.49319
1.3902,0.49067
1.3932,0.48833
1.3962,0.4863
1.3992,0.4852
1.4022,0.4848
1.4053,0.48406
1.4083,0.48271
1.4114,0.48138
1.4145,0.48056
1.4176,0.48026
1.4207,0.4799
1.4238,0.47887
1.4269,0.47721
1.4301,0.47559
1.4333,0.47426
1.4364,0.47299
1.4396,0.4715
1.4428,0.46962
1.4461,0.46729
1.4493,0.46486
1.4525,0.46285
1.4558,0.46108
1.4591,0.45891
1.4624,0.45663
1.4657,0.45462
1.469,0.45308
1.4724,0.45168
1.4757,0.45009
1.4791,0.44812
1.4825,0.44625
1.4859,0.44482
1.4893,0.44354
1.4927,0.44189
1.4962,0.43961
1.4996,0.43711
1.5031,0.43486
1.5066,0.43288
1.5101,0.43094
1.5136,0.4286
1.5172,0.42566
1.5207,0.42268
1.5243,0.42025
1.5279,0.41827
1.5315,0.41639
1.5352,0.41421
1.5388,0.41196
1.5425,0.40995
1.5461,0.40779
1.5498,0.40545
1.5536,0.40331
1.5573,0.4014
1.561,0.39957
1.5648,0.39759
1.5686,0.39568
1.5724,0.39379
1.5762,0.39208
1.5801,0.39057
1.5839,0.38896
1.5878,0.38672
1.5917,0.38396
1.5957,0.38131
1.5996,0.37914
1.6036,0.37718
1.6075,0.37532
1.6115,0.37366
1.6155,0.3721
1.6196,0.37011
1.6236,0.3677
1.6277,0.36533
1.6318,0.36328
1.6359,0.36152
1.6401,0.35996
1.6443,0.35837
1.6484,0.35667
1.6526,0.35489
1.6569,0.3532
1.6611,0.35152
1.6654,0.34977
1.6697,0.34771
1.674,0.3455
1.6783,0.34357
1.6827,0.34221
1.6871,0.34118
1.6915,0.34042
1.6959,0.33983
1.7004,0.339
1.7048,0.33778
1.7093,0.33627
1.7138,0.33453
1.7184,0.33276
1.723,0.33108
1.7276,0.32959
1.7322,0.32829
1.7368,0.32712
1.7415,0.32605
1.7462,0.32509
1.7509,0.32422
1.7556,0.3234
1.7604,0.32247
1.7652,0.3213
1.77,0.31995
1.7749,0.31897
1.7798,0.31892
1.7847,0.3193
1.7896,0.31936
1.7946,0.31912
1.7995,0.31887
1.8046,0.31845
1.8096,0.31805
1.8147,0.31796
1.8198,0.31811
1.8249,0.31842
1.83,0.31896
1.8352,0.31957
1.8404,0.3199
1.8457,0.31992
1.851,0.31995
1.8563,0.32021
1.8616,0.32056
1.867,0.32085
1.8724,0.32118
1.8778,0.32159
1.8832,0.32196
1.8887,0.32246
1.8943,0.32322
1.8998,0.32417
1.9054,0.32511
1.911,0.32609
1.9167,0.32712
1.9224,0.32793
1.9281,0.32863
1.9338,0.32975
1.9396,0.33157
1.9454,0.33356
1.9513,0.33507
1.9572,0.3362
1.9631,0.33761
1.9691,0.33955
1.9751,0.34177
1.9811,0.34405
1.9872,0.34628
1.9933,0.34893
1.9995,0.35179
2.0057,0.35474
2.0119,0.35744
2.0182,0.36027
2.0245,0.36323
2.0308,0.36625
2.0372,0.36949
2.0436,0.37346
2.0501,0.37799
2.0566,0.38219
2.0632,0.38564
2.0698,0.389
2.0764,0.39293
2.0831,0.39695
2.0898,0.4005
2.0966,0.40383
2.1034,0.40786
2.1102,0.41259
2.1171,0.41742
2.124,0.42196
2.131,0.42641
2.1381,0.43072
2.1451,0.43497
2.1523,0.43913
2.1594,0.44319
2.1667,0.44776
2.1739,0.45248
2.1813,0.45803
2.1886,0.46377
2.196,0.46947
2.2035,0.47477
2.211,0.47931
2.2186,0.48276
2.2262,0.48559
2.2339,0.48865
2.2416,0.49253
2.2494,0.49698
2.2573,0.50131
2.2652,0.50552
2.2731,0.50877
2.2811,0.5105
2.2892,0.51078
2.2973,0.51002
2.3055,0.50889
2.3137,0.50907
