KC_OPX_lvn_4,
0.53171,0.28421
0.53192,0.28445
0.53214,0.28412
0.53236,0.28446
0.53258,0.2854
0.5328,0.28344
0.53302,0.28169
0.53324,0.28279
0.53346,0.28379
0.53368,0.28384
0.5339,0.28463
0.53412,0.28534
0.53434,0.28553
0.53456,0.28609
0.53478,0.28632
0.535,0.28665
0.53522,0.28653
0.53544,0.28552
0.53566,0.28522
0.53588,0.28531
0.5361,0.28462
0.53633,0.2843
0.53655,0.28401
0.53677,0.28258
0.53699,0.28218
0.53722,0.28188
0.53744,0.28172
0.53766,0.28272
0.53788,0.28316
0.53811,0.28269
0.53833,0.28178
0.53855,0.2831
0.53878,0.28464
0.539,0.28375
0.53923,0.28277
0.53945,0.28248
0.53968,0.28333
0.5399,0.28365
0.54013,0.28303
0.54035,0.2829
0.54058,0.2836
0.5408,0.28445
0.54103,0.28465
0.54125,0.28522
0.54148,0.285
0.54171,0.28494
0.54193,0.28573
0.54216,0.28497
0.54239,0.28364
0.54261,0.28363
0.54284,0.28428
0.54307,0.28491
0.54329,0.28662
0.54352,0.28713
0.54375,0.28612
0.54398,0.28582
0.54421,0.28567
0.54444,0.28611
0.54466,0.28598
0.54489,0.28501
0.54512,0.28437
0.54535,0.28501
0.54558,0.28606
0.54581,0.28566
0.54604,0.28581
0.54627,0.28578
0.5465,0.28538
0.54673,0.28623
0.54696,0.28644
0.54719,0.28619
0.54742,0.2863
0.54766,0.28622
0.54789,0.28626
0.54812,0.28755
0.54835,0.28829
0.54858,0.28766
0.54881,0.28815
0.54905,0.28901
0.54928,0.28978
0.54951,0.2895
0.54975,0.28759
0.54998,0.28718
0.55021,0.28798
0.55045,0.28831
0.55068,0.2883
0.55091,0.28827
0.55115,0.28901
0.55138,0.28995
0.55162,0.29051
0.55185,0.29117
0.55209,0.29127
0.55232,0.29099
0.55256,0.29209
0.55279,0.29339
0.55303,0.29308
0.55327,0.29207
0.5535,0.29098
0.55374,0.29083
0.55397,0.29125
0.55421,0.29087
0.55445,0.2906
0.55469,0.29018
0.55492,0.29024
0.55516,0.29145
0.5554,0.29226
0.55564,0.29207
0.55588,0.29177
0.55611,0.29214
0.55635,0.29242
0.55659,0.29223
0.55683,0.29144
0.55707,0.29132
0.55731,0.29261
0.55755,0.29341
0.55779,0.29371
0.55803,0.29344
0.55827,0.29256
0.55851,0.29197
0.55875,0.29193
0.55899,0.29295
0.55923,0.29365
0.55947,0.29276
0.55972,0.29193
0.55996,0.29285
0.5602,0.29363
0.56044,0.29379
0.56068,0.29406
0.56093,0.29335
0.56117,0.29313
0.56141,0.29381
0.56166,0.2941
0.5619,0.29402
0.56214,0.29376
0.56239,0.29355
0.56263,0.29374
0.56287,0.29444
0.56312,0.29458
0.56336,0.29433
0.56361,0.29433
0.56385,0.29403
0.5641,0.29357
0.56435,0.29337
0.56459,0.2935
0.56484,0.29409
0.56508,0.29508
0.56533,0.29539
0.56558,0.29561
0.56582,0.29576
0.56607,0.29508
0.56632,0.2951
0.56657,0.29553
0.56681,0.29568
0.56706,0.29562
0.56731,0.2955
0.56756,0.29561
0.56781,0.2957
0.56805,0.29577
0.5683,0.29629
0.56855,0.29759
0.5688,0.29781
0.56905,0.29686
0.5693,0.29673
0.56955,0.2971
0.5698,0.29712
0.57005,0.29701
0.5703,0.29755
0.57056,0.29799
0.57081,0.29771
0.57106,0.29757
0.57131,0.2978
0.57156,0.29825
0.57181,0.29897
0.57207,0.29942
0.57232,0.29895
0.57257,0.29805
0.57282,0.2972
0.57308,0.2974
0.57333,0.29821
0.57358,0.29852
0.57384,0.29913
0.57409,0.29963
0.57435,0.29982
0.5746,0.29972
0.57486,0.299
0.57511,0.29886
0.57537,0.29976
0.57562,0.3
0.57588,0.29935
0.57613,0.29951
0.57639,0.29982
0.57665,0.29964
0.5769,0.29986
0.57716,0.30048
0.57742,0.30087
0.57767,0.3011
0.57793,0.30135
0.57819,0.30129
0.57845,0.3019
0.57871,0.30228
0.57896,0.30133
0.57922,0.30085
0.57948,0.30127
0.57974,0.30205
0.58,0.30228
0.58026,0.30197
0.58052,0.30197
0.58078,0.30204
0.58104,0.30209
0.5813,0.30239
0.58156,0.30285
0.58182,0.30311
0.58208,0.30331
0.58235,0.30319
0.58261,0.30316
0.58287,0.30341
0.58313,0.30361
0.58339,0.30434
0.58366,0.30479
0.58392,0.30462
0.58418,0.3041
0.58445,0.30326
0.58471,0.3034
0.58497,0.3047
0.58524,0.30533
0.5855,0.305
0.58577,0.30498
0.58603,0.30504
0.5863,0.30547
0.58656,0.30619
0.58683,0.30602
0.58709,0.3053
0.58736,0.30473
0.58763,0.30524
0.58789,0.30649
0.58816,0.30676
0.58843,0.30648
0.58869,0.30648
0.58896,0.30641
0.58923,0.30646
0.5895,0.30661
0.58976,0.30691
0.59003,0.30733
0.5903,0.30724
0.59057,0.30712
0.59084,0.30722
0.59111,0.3072
0.59138,0.30716
0.59165,0.30714
0.59192,0.30707
0.59219,0.30731
0.59246,0.30764
0.59273,0.30754
0.593,0.30815
0.59327,0.30882
0.59354,0.30849
0.59382,0.30802
0.59409,0.30795
0.59436,0.30844
0.59463,0.30846
0.59491,0.30835
0.59518,0.30853
0.59545,0.30866
0.59573,0.30912
0.596,0.30938
0.59627,0.3094
0.59655,0.30932
0.59682,0.30966
0.5971,0.31051
0.59737,0.31053
0.59765,0.30969
0.59792,0.30905
0.5982,0.30909
0.59848,0.30947
0.59875,0.30983
0.59903,0.30975
0.59931,0.30951
0.59958,0.30917
0.59986,0.30921
0.60014,0.31006
0.60042,0.31027
0.6007,0.31025
0.60097,0.31054
0.60125,0.3111
0.60153,0.31153
0.60181,0.31127
0.60209,0.31098
0.60237,0.31072
0.60265,0.31099
0.60293,0.31125
0.60321,0.31119
0.60349,0.31134
0.60377,0.31136
0.60405,0.31118
0.60434,0.31124
0.60462,0.31203
0.6049,0.31237
0.60518,0.3126
0.60547,0.31286
0.60575,0.31246
0.60603,0.31193
0.60631,0.31153
0.6066,0.31191
0.60688,0.31216
0.60717,0.31203
0.60745,0.31182
0.60774,0.31211
0.60802,0.31305
0.60831,0.31357
0.60859,0.31391
0.60888,0.31349
0.60916,0.31335
0.60945,0.31424
0.60974,0.31478
0.61002,0.31451
0.61031,0.31394
0.6106,0.31404
0.61089,0.31392
0.61117,0.31411
0.61146,0.31459
0.61175,0.31445
0.61204,0.31438
0.61233,0.31457
0.61262,0.3148
0.61291,0.31413
0.6132,0.31377
0.61349,0.31444
0.61378,0.3153
0.61407,0.3156
0.61436,0.31527
0.61465,0.31566
0.61494,0.31594
0.61524,0.31569
0.61553,0.31547
0.61582,0.31561
0.61611,0.31599
0.61641,0.31593
0.6167,0.3158
0.61699,0.31572
0.61729,0.31594
0.61758,0.3161
0.61787,0.3162
0.61817,0.31643
0.61846,0.31668
0.61876,0.31696
0.61905,0.31701
0.61935,0.31736
0.61965,0.31737
0.61994,0.31759
0.62024,0.31814
0.62054,0.31849
0.62083,0.3187
0.62113,0.31821
0.62143,0.3181
0.62173,0.31832
0.62203,0.3185
0.62232,0.31861
0.62262,0.31871
0.62292,0.31922
0.62322,0.31938
0.62352,0.31944
0.62382,0.31956
0.62412,0.31968
0.62442,0.31969
0.62472,0.3199
0.62502,0.32019
0.62533,0.32016
0.62563,0.32032
0.62593,0.32
0.62623,0.32005
0.62654,0.32079
0.62684,0.3214
0.62714,0.32161
0.62744,0.32113
0.62775,0.3208
0.62805,0.32105
0.62836,0.32174
0.62866,0.32235
0.63544,0.32323
0.63575,0.32353
0.63607,0.32322
0.63638,0.32415
0.63669,0.324
0.637,0.32456
0.63732,0.32457
0.63763,0.32418
0.63794,0.3242
0.63826,0.32374
0.63857,0.32448
0.63889,0.32456
0.6392,0.32514
0.63952,0.3252
0.63983,0.3251
0.64015,0.32546
0.64046,0.32524
0.64078,0.32555
0.6411,0.32538
0.64142,0.32575
0.64173,0.32562
0.64205,0.32581
0.64237,0.32652
0.64269,0.32639
0.64301,0.32652
0.64333,0.32606
0.64364,0.32632
0.64396,0.32649
0.64428,0.32672
0.64461,0.32703
0.64493,0.32678
0.64525,0.32707
0.64557,0.32718
0.64589,0.32769
0.64621,0.32778
0.64653,0.32802
0.64686,0.32795
0.64718,0.32747
0.6475,0.3279
0.64783,0.32764
0.64815,0.32796
0.64847,0.32836
0.6488,0.32834
0.64912,0.32825
0.64945,0.32814
0.64978,0.32839
0.6501,0.32834
0.65043,0.32881
0.65075,0.32887
0.65108,0.32892
0.65141,0.3293
0.65173,0.32942
0.65206,0.32947
0.65239,0.32917
0.65272,0.32946
0.65305,0.32956
0.65338,0.32982
0.65371,0.3301
0.65404,0.33003
0.65437,0.33017
0.6547,0.33004
0.65503,0.3303
0.65536,0.33052
0.65569,0.33058
0.65602,0.33047
0.65635,0.33064
0.65669,0.33124
0.65702,0.33134
0.65735,0.3315
0.65769,0.33146
0.65802,0.33154
0.65836,0.33169
0.65869,0.33167
0.65902,0.33187
0.65936,0.33201
0.6597,0.33208
0.66003,0.33192
0.66037,0.33211
0.6607,0.33225
0.66104,0.3324
0.66138,0.33261
0.66172,0.33266
0.66205,0.33319
0.66239,0.33354
0.66273,0.33369
0.66307,0.33368
0.66341,0.33379
0.66375,0.33364
0.66409,0.33329
0.66443,0.33365
0.66477,0.33386
0.66511,0.33392
0.66545,0.33401
0.66579,0.33428
0.66614,0.33449
0.66648,0.33445
0.66682,0.33471
0.66716,0.33506
0.66751,0.33553
0.66785,0.33574
0.6682,0.3358
0.66854,0.33603
0.66889,0.33618
0.66923,0.33607
0.66958,0.33596
0.66992,0.33639
0.67027,0.33645
0.67062,0.33619
0.67096,0.33633
0.67131,0.33663
0.67166,0.33681
0.67201,0.33692
0.67236,0.3373
0.6727,0.33738
0.67305,0.33728
0.6734,0.33746
0.67375,0.3377
0.6741,0.33782
0.67445,0.33791
0.67481,0.33824
0.67516,0.3383
0.67551,0.33827
0.67586,0.33844
0.67621,0.3387
0.67657,0.33897
0.67692,0.33901
0.67727,0.33919
0.67763,0.33932
0.67798,0.33924
0.67834,0.33946
0.67869,0.33978
0.67905,0.33992
0.6794,0.34032
0.67976,0.34066
0.68012,0.34063
0.68047,0.34064
0.68083,0.34073
0.68119,0.34077
0.68155,0.34086
0.6819,0.34105
0.68226,0.34117
0.68262,0.3412
0.68298,0.34152
0.68334,0.34198
0.6837,0.3423
0.68406,0.34232
0.68443,0.34213
0.68479,0.34215
0.68515,0.34239
0.68551,0.34246
0.68587,0.3424
0.68624,0.34226
0.6866,0.34216
0.68696,0.3424
0.68733,0.34279
0.68769,0.34314
0.68806,0.34351
0.68842,0.34385
0.68879,0.34389
0.68916,0.34363
0.68952,0.34358
0.68989,0.34372
0.69026,0.34398
0.69062,0.34421
0.69099,0.3443
0.69136,0.34433
0.69173,0.34451
0.6921,0.34468
0.69247,0.34479
0.69284,0.3451
0.69321,0.34513
0.69358,0.34503
0.69395,0.34512
0.69432,0.34517
0.6947,0.34542
0.69507,0.34583
0.69544,0.34621
0.69581,0.34612
0.69619,0.34579
0.69656,0.34588
0.69694,0.34615
0.69731,0.34623
0.69769,0.3462
0.69806,0.34646
0.69844,0.34681
0.69881,0.34683
0.69919,0.34674
0.69957,0.34694
0.69995,0.34726
0.70032,0.34736
0.7007,0.34748
0.70108,0.34755
0.70146,0.34748
0.70184,0.34755
0.70222,0.34782
0.7026,0.348
0.70298,0.34803
0.70336,0.34812
0.70375,0.34823
0.70413,0.34844
0.70451,0.34844
0.70489,0.34843
0.70528,0.34861
0.70566,0.34877
0.70605,0.34903
0.70643,0.34922
0.70682,0.34944
0.7072,0.34946
0.70759,0.34948
0.70797,0.34962
0.70836,0.34965
0.70875,0.34992
0.70914,0.35004
0.70952,0.35005
0.70991,0.35027
0.7103,0.35036
0.71069,0.35034
0.71108,0.35037
0.71147,0.35065
0.71186,0.35086
0.71225,0.35086
0.71265,0.3508
0.71304,0.35079
0.71343,0.35091
0.71382,0.35111
0.71422,0.35122
0.71461,0.35119
0.715,0.35122
0.7154,0.35121
0.71579,0.35111
0.71619,0.35114
0.71658,0.35137
0.71698,0.35162
0.71738,0.35184
0.71777,0.35203
0.71817,0.35189
0.71857,0.35174
0.71897,0.35173
0.71937,0.35171
0.71977,0.35171
0.72017,0.35175
0.72057,0.35196
0.72097,0.3522
0.72137,0.35249
0.72177,0.35255
0.72217,0.35229
0.72258,0.3522
0.72298,0.3522
0.72338,0.35238
0.72379,0.35254
0.72419,0.35242
0.7246,0.35233
0.725,0.35225
0.72541,0.35219
0.72581,0.35225
0.72622,0.3523
0.72663,0.3523
0.72703,0.35242
0.72744,0.35254
0.72785,0.3525
0.72826,0.35242
0.72867,0.35247
0.72908,0.35255
0.72949,0.35254
0.7299,0.35261
0.73031,0.3525
0.73072,0.35231
0.73113,0.35224
0.73155,0.35222
0.73196,0.35234
0.73237,0.35242
0.73279,0.35236
0.7332,0.35238
0.73362,0.35253
0.73403,0.35256
0.73445,0.35229
0.73486,0.35217
0.73528,0.35217
0.7357,0.35203
0.73612,0.35197
0.73653,0.352
0.73695,0.35197
0.73737,0.35193
0.73779,0.35191
0.73821,0.35177
0.73863,0.35147
0.73905,0.35125
0.73948,0.35128
0.7399,0.35125
0.74032,0.35114
0.74074,0.35119
0.74117,0.3512
0.74159,0.35104
0.74202,0.35089
0.74244,0.35072
0.74287,0.35059
0.74329,0.35062
0.74372,0.35054
0.74415,0.3503
0.74457,0.35008
0.745,0.34993
0.74543,0.34988
0.74586,0.34997
0.74629,0.34983
0.74672,0.34959
0.74715,0.34957
0.74758,0.34944
0.74801,0.34919
0.74844,0.34898
0.74887,0.34871
0.74931,0.34854
0.74974,0.34846
0.75017,0.3484
0.75061,0.34818
0.75104,0.34777
0.75148,0.34742
0.75191,0.34739
0.75235,0.34744
0.75279,0.34725
0.75323,0.34699
0.75366,0.34672
0.7541,0.34643
0.75454,0.34612
0.75498,0.3459
0.75542,0.34578
0.75586,0.34559
0.7563,0.34524
0.75674,0.34482
0.75719,0.34459
0.75763,0.34441
0.75807,0.34409
0.75851,0.34371
0.75896,0.34338
0.7594,0.34318
0.75985,0.34277
0.76029,0.34221
0.76074,0.3418
0.76119,0.34143
0.76163,0.34107
0.76208,0.34072
0.76253,0.34036
0.76298,0.34008
0.76343,0.33993
0.76388,0.33963
0.76433,0.33925
0.76478,0.33885
0.76523,0.33848
0.76568,0.33806
0.76614,0.3375
0.76659,0.33718
0.76704,0.33702
0.7675,0.33668
0.76795,0.33619
0.76841,0.33575
0.76886,0.33532
0.76932,0.33474
0.76977,0.33429
0.77023,0.33393
0.77069,0.33357
0.77115,0.33327
0.77161,0.33298
0.77207,0.33259
0.77253,0.33198
0.77299,0.33148
0.77345,0.33092
0.77391,0.33038
0.77437,0.32982
0.77484,0.3291
0.7753,0.32869
0.77576,0.32839
0.77623,0.32795
0.77669,0.32747
0.77716,0.32703
0.77762,0.32647
0.77809,0.32573
0.77856,0.32522
0.77903,0.32485
0.7795,0.32424
0.77996,0.32348
0.78043,0.3229
0.7809,0.32234
0.78138,0.32152
0.78185,0.32083
0.78232,0.32036
0.78279,0.3199
0.78326,0.31933
0.78374,0.31872
0.78421,0.31812
0.78469,0.31743
0.78516,0.31678
0.78564,0.31612
0.78611,0.31542
0.78659,0.31493
0.78707,0.31442
0.78755,0.31376
0.78803,0.31316
0.7885,0.31239
0.78898,0.31166
0.78946,0.31098
0.78995,0.31019
0.79043,0.30952
0.79091,0.30875
0.79139,0.30785
0.79188,0.30711
0.79236,0.30651
0.79284,0.30583
0.79333,0.30503
0.79382,0.30427
0.7943,0.30345
0.79479,0.30263
0.79528,0.30193
0.79576,0.30138
0.79625,0.30073
0.79674,0.29996
0.79723,0.29927
0.79772,0.29842
0.79822,0.2976
0.79871,0.29688
0.7992,0.29608
0.79969,0.29538
0.80019,0.29472
0.80068,0.29393
0.80117,0.29314
0.80167,0.29247
0.80217,0.29175
0.80266,0.29081
0.80316,0.28989
0.80366,0.2891
0.80416,0.28838
0.80466,0.28775
0.80516,0.28712
0.80566,0.28623
0.80616,0.28533
0.80666,0.2846
0.80716,0.28374
0.80766,0.28269
0.80817,0.28175
0.80867,0.28094
0.80918,0.28013
0.80968,0.27931
0.81019,0.2786
0.81069,0.27789
0.8112,0.27701
0.81171,0.27606
0.81222,0.2752
0.81273,0.27434
0.81324,0.27351
0.81375,0.27279
0.81426,0.27196
0.81477,0.27104
0.81528,0.27019
0.8158,0.26934
0.81631,0.26838
0.81682,0.26738
0.81734,0.26655
0.81786,0.26577
0.81837,0.2649
0.81889,0.26397
0.81941,0.26321
0.81992,0.26247
0.82044,0.26147
0.82096,0.2605
0.82148,0.25962
0.822,0.25862
0.82253,0.25761
0.82305,0.25677
0.82357,0.25616
0.82409,0.2554
0.82462,0.25439
0.82514,0.25348
0.82567,0.25272
0.8262,0.25197
0.82672,0.2511
0.82725,0.2501
0.82778,0.24908
0.82831,0.24819
0.82884,0.24738
0.82937,0.24652
0.8299,0.24573
0.83043,0.24491
0.83096,0.24402
0.8315,0.24309
0.83203,0.24222
0.83256,0.24147
0.8331,0.24063
0.83363,0.23971
0.83417,0.23893
0.83471,0.23835
0.83525,0.23763
0.83578,0.23662
0.83632,0.23556
0.83686,0.23465
0.8374,0.234
0.83794,0.23334
0.83849,0.23261
0.83903,0.23177
0.83957,0.23082
0.84012,0.23008
0.84066,0.22943
0.84121,0.22871
0.84175,0.22796
0.8423,0.22721
0.84285,0.22642
0.8434,0.22564
0.84395,0.22494
0.8445,0.2243
0.84505,0.22357
0.8456,0.2228
0.84615,0.22201
0.8467,0.22113
0.84726,0.22034
0.84781,0.21963
0.84836,0.21887
0.84892,0.21814
0.84948,0.21749
0.85003,0.21693
0.85059,0.21629
0.85115,0.21552
0.85171,0.21476
0.85227,0.21407
0.85283,0.2135
0.85339,0.21289
0.85395,0.21218
0.85452,0.21141
0.85508,0.2106
0.85564,0.20992
0.85621,0.20928
0.85678,0.20849
0.85734,0.20786
0.85791,0.20737
0.85848,0.20668
0.85905,0.2059
0.85962,0.20515
0.86019,0.20458
0.86076,0.2042
0.86133,0.20369
0.8619,0.20314
0.86248,0.20258
0.86305,0.20202
0.86362,0.20145
0.8642,0.2009
0.86478,0.20034
0.86535,0.19976
0.86593,0.1992
0.86651,0.19864
0.86709,0.19803
0.86767,0.19748
0.86825,0.19696
0.86883,0.19639
0.86942,0.19585
0.87,0.19536
0.87058,0.19488
0.87117,0.19441
0.87176,0.19389
0.87234,0.19334
0.87293,0.1928
0.87352,0.19229
0.87411,0.19186
0.8747,0.19145
0.87529,0.19097
0.87588,0.19048
0.87647,0.19009
0.87706,0.18968
0.87766,0.18923
0.87825,0.18875
0.87885,0.18828
0.87944,0.18784
0.88004,0.18737
0.88064,0.1869
0.88124,0.18649
0.88184,0.18611
0.88244,0.18568
0.88304,0.18523
0.88364,0.18485
0.88424,0.18449
0.88485,0.18411
0.88545,0.18373
0.88606,0.18339
0.88666,0.18301
0.88727,0.18261
